💐更新时间,#genre#
NewTV超级电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000003000012426/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000002120/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8

爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/000000001000/8393829412396288037/1.m3u8
爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010000/1.m3u8
东北热剧,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000092/index.m3u8?
都市剧场,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000011000031111/index.m3u8?channelid=bestzb&Contentid=5000000011000031111&livemode=1&stbId=3
都市剧场,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000011000031111/index.m3u8?channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=3
古装剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/6859053933687922163/1.m3u8
古装剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010004/1.m3u8
华数4K,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channelid=hnbblive&Contentid=2000000004000000014&IASHttpSessionId=OTT19019320240419154124000281
海外剧场,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000115/index.m3u8?
家庭剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8
家庭剧场,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000108/index.m3u8?
精品大剧,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000013968/1.m3u8
精品大剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010072/1.m3u8
精品大剧,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000100/index.m3u8?

明星大片,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000019008/1.m3u8
明星大片,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000116/index.m3u8?
中国功夫,http://[2409:8087:5e00:24::1e]:6060/000000001000/5897056882324761054/1.m3u8
中国功夫,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/1.m3u8
中国功夫,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000101/index.m3u8?
CHC动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
CHC动作电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1031_1.m3u8
CHC家庭影院,http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw1587902162_1768667353/wd_r3/cnr/chcjtyy/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073737&ContentId=265667645&timezone=UTC&mtv_session=1e2626f9fa52e9ed0b3e629dab7d7ad3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=950d3a482d21f43d77d58540bfCHC
东方影视,http://[2409:8087:5e01:24::8]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281

CHC影迷电影,http://58.19.38.162:9901/tsfile/live/0119_1.m3u8
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-12.m3u8
1905电影网(内),http://php.jdshipin.com:8880/1905.php?id=1905dy
好莱坞电影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MECE5611281156112811&ct=19225&tsum=ad8884ee16b04f885f24bae98fc5fb9f

Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
POPC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
POPC备,http://61.163.58.154:1321/kdsmua/msxg1.php?id=1
POPC备用,http://61.163.58.154:1321/kdsmua/cs.php?id=10
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
美亚电视C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php

星空卫视,http://61.163.58.154:1321/kdsmua/cs.php?id=4
HBO,http://61.163.58.154:1321/kdsmua/cs.php?id=61
HBO,http://61.163.58.154:1321/kdsmua/cs.php?id=62
HBO Signature,http://61.163.58.154:1321/kdsmua/cs.php?id=63
CINEMAX,http://61.163.58.154:1321/kdsmua/cs.php?id=65
数位电影,http://61.163.58.154:1321/kdsmua/cs.php?id=55
东森电影,http://61.163.58.154:1321/kdsmua/cs.php?id=42
天映经典,http://61.163.58.154:1321/kdsmua/msxg1.php?id=14
天映频道,http://61.163.58.154:1321/kdsmua/cs.php?id=12
天映经典,http://61.163.58.154:1321/kdsmua/cs.php?id=13
澳门莲花,http://61.163.58.154:1321/kdsmua/cs.php?id=14
中国电影,http://61.163.58.154:1321/kdsmua/cs.php?id=15

HBO,p3p://108.181.32.169:26514/64137f0b0006a17fa58238155813216c
now爆谷台,http://61.163.58.154:1321/kdsmua/ms2.php?id=12
美亚电影（粤）,http://61.163.58.154:1321/kdsmua/msxg1.php?id=9
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
BOO,p3p://108.181.32.169:26514/64137e860008ec16a58031233a436c8e
天映,p3p://108.181.32.169:26514/64124e0f00045619a0dadf2552b73bf8
天映,p3p://108.181.32.169:26514/64124e2b000b454ba0db4e4b137c6137

J2,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=MA8A1176878411768784&ct=19225&tsum=fea41bb592165942b9971148376f8b70
BBC,http://50.7.234.10:8278/bbc1_antik/playlist.m3u8?tid=MF9F5104188751041887&ct=19317&tsum=d9d161255fab7747b92a36b17e6fcf9a
阿里郎 Arirang,http://50.7.234.10:8278/arirang_twn/playlist.m3u8?tid=MF5F3988861839888618&ct=19249&tsum=781d490a6abe9f48f5b93e211cbe0307
爱尔达影剧,http://50.7.234.10:8278/eltayingju_twn/playlist.m3u8?tid=MFFF8590726285907262&ct=19249&tsum=ae4cb19fed11696df934d6e2489e2978
好萊塢電影,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e
新加坡8,http://50.7.234.10:8278/TV8/playlist.m3u8?tid=MDFD8437455184374551&ct=19225&tsum=ea08ca3d3651a75f499af2fc429eee35
好莱坞电影2,http://zby.xjqxz.top/hlwdy1/live.m3u8
amc电影(中字),http://61.221.215.25:8800/hls/43/index.m3u8
DISCOVERY亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
Disocovery(中字),http://61.221.215.25:8800/hls/1/index.m3u8
NHK国际http://61.221.215.25:8800/hls/51/index.m3u8

ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
AXN,http://aktv.top/AKTV/live/aktv2/axn/AKTV.m3u8
i-Fun 動漫台,http://aktv.top/AKTV/live/aktv2/ifun/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv2/lovenaturehd/AKTV.m3u8

Animax(HK),http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
Astro AEC,http://aktv.top/AKTV/live/aktv3/astroaec/AKTV.m3u8
Astro iQIYI,http://aktv.top/AKTV/live/aktv3/astroiqiyi/AKTV.m3u8
Astro Xing He,http://aktv.top/AKTV/live/aktv3/astroxinghe/AKTV.m3u8
DW,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
France 24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
KIX,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
NHK World-Japan,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
NHK東京総合,http://aktv.top/AKTV/live/aktv3/nhk/AKTV.m3u8
Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8

华数4K,http://xl.w2y.top:12345/itv/6000000003000004748.m3u8?cdn=wasusyt
POPC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
POPC,http://free.xiptv.x10.bz/kudou.php?id=38
数位电影,https://litv.zapi.us.kg/?id=4gtv-4gtv011
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
AMC电影,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv017
AMC电影,http://tw.ts138.top/4g/?id=4gtv-4gtv017

Animax,http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
Animax,p3p://167.114.175.6:55331/61e0f9f0000ec6db45a9e87848424184
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
东森戏剧,http://50.7.234.10:8278/ettvdrama/playlist.m3u8?tid=m921dcb630ebe17354109&ct=17874&tsum=695370160923af940d1a90d44c262acc
东森戏剧,http://50.7.234.10:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
東森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
电影频道,http://37.27.111.214:8080/live/6/hls.m3u8
好萊塢電影,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e
龙华戏剧,http://50.7.234.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龍華洋片,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=MC1C3944472239444722&ct=19226&tsum=99c0c7c82e2fc48b16605865c3eaeb82

龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
龙华电影,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
龙华电影,http://211.72.65.236:8556/.m3u8
采昌影剧,https://stream1.freetv.fun/0bc646a16e8318982972d11e7e26b2a38bafee9be98597045b97e82f2e6bf588.ctv
澳门莲花,http://php.jdshipin.com:8880/amlh.php
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
美亞電影臺,http://149.28.150.229:29191/stream/mytv/mydy/master.m3u8
东森洋片台,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MC2C7134276471342764&ct=19225&tsum=4889d0c08d077336bd5066b912891aee
东森电影台,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MEDE1688528216885282&ct=19193&tsum=843fbd698e260c1fcda128dce85ead3b
东森电影台,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
好莱坞电影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
█████████████████████████████████████████████


🅱️影网急先锋,#genre#
█████████████████████████████████████████████

电影3,http://zby.xjqxz.top/live13/live.m3u8
电影3,http://zby.xjqxz.top/live12/live.m3u8
HK电影,http://zby.xjqxz.top/hkdy1/live.m3u8
国产电影,http://zby.xjqxz.top/gcwx2/live.m3u8
国产电影,http://120.77.28.4:8648/huya.php?id=11352973
好莱坞电影,http://zby.xjqxz.top/hlwdy1/live.m3u8

漫威影院,http://120.77.28.4:8648/douyu.php?id=6140589
邵氏影院,http://120.77.28.4:8648/douyu.php?id=4246519
凌儿影院,http://120.77.28.4:8648/douyu.php?id=1377142
特辑影院,http://120.77.28.4:8648/douyu.php?id=3637778
高分影院,http://120.77.28.4:8648/douyu.php?id=7254536
童年影院,http://120.77.28.4:8648/douyu.php?id=2935323
奶虫影院,http://120.77.28.4:8648/douyu.php?id=263824
粤语影院,http://120.77.28.4:8648/douyu.php?id=6566671
蚂蚱影院,http://120.77.28.4:8648/douyu.php?id=6079455
圆子影院,http://120.77.28.4:8648/douyu.php?id=6566658
动作影院,http://120.77.28.4:8648/douyu.php?id=122402
喜剧影院,http://120.77.28.4:8648/douyu.php?id=323876
恐怖影院,http://120.77.28.4:8648/douyu.php?id=218859
刀刀影院,http://120.77.28.4:8648/douyu.php?id=747764
邦德影院,http://120.77.28.4:8648/douyu.php?id=9292499
怡寶影视,http://120.77.28.4:8648/douyu.php?id=434971
贝贝影视,http://120.77.28.4:8648/douyu.php?id=431460
酒染影视,http://120.77.28.4:8648/douyu.php?id=7550220
芊珏影视,http://120.77.28.4:8648/douyu.php?id=8814650
华仔影视,http://120.77.28.4:8648/douyu.php?id=2516864
华强影视,http://120.77.28.4:8648/douyu.php?id=9650792
华语影视,http://120.77.28.4:8648/douyu.php?id=3928
可乐影视,http://120.77.28.4:8648/douyu.php?id=20415
花卷影视,http://120.77.28.4:8648/douyu.php?id=52787
惊悚影视,http://120.77.28.4:8648/douyu.php?id=96577
冰冰影视,http://120.77.28.4:8648/douyu.php?id=74374
小寶影视,http://120.77.28.4:8648/douyu.php?id=434971
小宇影视,http://120.77.28.4:8648/douyu.php?id=323876
贝爷壹厅,http://120.77.28.4:8648/douyu.php?id=252802
贝爷贰厅,http://120.77.28.4:8648/douyu.php?id=4332
贝爷叁厅,http://120.77.28.4:8648/douyu.php?id=36337
下饭神剧,http://120.77.28.4:8648/douyu.php?id=276200
武侠神剧,http://120.77.28.4:8648/douyu.php?id=338759
橙記港剧,http://120.77.28.4:8648/douyu.php?id=4549169
热门港剧,http://120.77.28.4:8648/douyu.php?id=5522351
人气港剧,http://120.77.28.4:8648/douyu.php?id=5261342
神乐影剧,http://120.77.28.4:8648/douyu.php?id=122402
国产剧场,http://120.77.28.4:8648/douyu.php?id=308752
经典剧场,http://120.77.28.4:8648/douyu.php?id=6863367
抗日剧场,http://120.77.28.4:8648/douyu.php?id=8157860
三国剧场,http://120.77.28.4:8648/douyu.php?id=2838296
本山专场,http://120.77.28.4:8648/douyu.php?id=9817716
微服私访,http://120.77.28.4:8648/douyu.php?id=7473576
恐怖鬼怪,http://120.77.28.4:8648/douyu.php?id=1165374
欢乐综艺,http://120.77.28.4:8648/douyu.php?id=131977
万合出品,http://120.77.28.4:8648/douyu.php?id=9220456
吃米滴虫,http://120.77.28.4:8648/douyu.php?id=315457
新版三国,http://120.77.28.4:8648/douyu.php?id=5908256
西游记续,http://120.77.28.4:8648/douyu.php?id=3113309
欧美影院,http://120.77.28.4:8648/douyu.php?id=508118
麓山迷踪,http://120.77.28.4:8648/douyu.php?id=4505431
瑶瑶恐怖,http://120.77.28.4:8648/douyu.php?id=2935323
小黛兮影,http://120.77.28.4:8648/douyu.php?id=11553944
萌小鬼片,http://120.77.28.4:8648/douyu.php?id=3928
恐怖惊悚,http://120.77.28.4:8648/douyu.php?id=96577
電影劇場,http://120.77.28.4:8648/douyu.php?id=7575350
豆瓣高分,http://120.77.28.4:8648/douyu.php?id=8770422
花卷陪看,http://120.77.28.4:8648/douyu.php?id=52787
霍格沃茨,http://120.77.28.4:8648/douyu.php?id=8814650
鱼宝恐怖,http://120.77.28.4:8648/douyu.php?id=1165374
鬼片恐怖,http://120.77.28.4:8648/douyu.php?id=2935323
小优鬼片,http://120.77.28.4:8648/douyu.php?id=96577
变种人片,http://120.77.28.4:8648/douyu.php?id=9651304
喜剧电影,http://120.77.28.4:8648/douyu.php?id=9292492
女神电影,http://120.77.28.4:8648/douyu.php?id=747764
避风影院,http://120.77.28.4:8648/douyu.php?id=9826611
欧美大片,http://120.77.28.4:8648/douyu.php?id=2793084
刘华强集,http://120.77.28.4:8648/douyu.php?id=2726977
古装喜剧,http://120.77.28.4:8648/douyu.php?id=431460
国产影片,http://120.77.28.4:8648/douyu.php?id=5423
港剧天地,http://120.77.28.4:8648/douyu.php?id=4290711
华语经典,http://120.77.28.4:8648/douyu.php?id=434971

邵氏影院,http://159.75.85.63:35455/douyu/4246519
凌儿影院,http://159.75.85.63:35455/douyu/1377142
漫威影院,http://159.75.85.63:35455/douyu/6140589
特辑影院,http://159.75.85.63:35455/douyu/3637778
高分影院,http://159.75.85.63:35455/douyu/7254536
童年影院,http://159.75.85.63:35455/douyu/2935323
奶虫影院,http://159.75.85.63:35455/douyu/263824
粤语影院,http://159.75.85.63:35455/douyu/6566671
蚂蚱影院,http://159.75.85.63:35455/douyu/6079455
圆子影院,http://159.75.85.63:35455/douyu/6566658
动作影院,http://159.75.85.63:35455/douyu/122402
喜剧影院,http://159.75.85.63:35455/douyu/323876
恐怖影院,http://159.75.85.63:35455/douyu/218859
刀刀影院,http://159.75.85.63:35455/douyu/747764
邦德影院,http://159.75.85.63:35455/douyu/9292499
怡寶影视,http://159.75.85.63:35455/douyu/434971
贝贝影视,http://159.75.85.63:35455/douyu/431460
酒染影视,http://159.75.85.63:35455/douyu/7550220
芊珏影视,http://159.75.85.63:35455/douyu/8814650
华仔影视,http://159.75.85.63:35455/douyu/2516864
华强影视,http://159.75.85.63:35455/douyu/9650792
华语影视,http://159.75.85.63:35455/douyu/3928
可乐影视,http://159.75.85.63:35455/douyu/20415
花卷影视,http://159.75.85.63:35455/douyu/52787
惊悚影视,http://159.75.85.63:35455/douyu/96577
冰冰影视,http://159.75.85.63:35455/douyu/74374
小寶影视,http://159.75.85.63:35455/douyu/434971
小宇影视,http://159.75.85.63:35455/douyu/323876
贝爷壹厅,http://159.75.85.63:35455/douyu/252802
贝爷贰厅,http://159.75.85.63:35455/douyu/4332
贝爷叁厅,http://159.75.85.63:35455/douyu/36337
下饭神剧,http://159.75.85.63:35455/douyu/276200
武侠神剧,http://159.75.85.63:35455/douyu/338759
橙記港剧,http://159.75.85.63:35455/douyu/4549169
热门港剧,http://159.75.85.63:35455/douyu/5522351
人气港剧,http://159.75.85.63:35455/douyu/5261342
神乐影剧,http://159.75.85.63:35455/douyu/122402
国产剧场,http://159.75.85.63:35455/douyu/308752
经典剧场,http://159.75.85.63:35455/douyu/6863367
抗日剧场,http://159.75.85.63:35455/douyu/8157860
三国剧场,http://159.75.85.63:35455/douyu/2838296
本山专场,http://159.75.85.63:35455/douyu/9817716
微服私访,http://159.75.85.63:35455/douyu/7473576
恐怖鬼怪,http://159.75.85.63:35455/douyu/1165374
欢乐综艺,http://159.75.85.63:35455/douyu/131977
万合出品,http://159.75.85.63:35455/douyu/9220456
吃米滴虫,http://159.75.85.63:35455/douyu/315457
新版三国,http://159.75.85.63:35455/douyu/5908256
西游记续,http://159.75.85.63:35455/douyu/3113309
欧美影院,http://159.75.85.63:35455/douyu/508118
麓山迷踪,http://159.75.85.63:35455/douyu/4505431
瑶瑶恐怖,http://159.75.85.63:35455/douyu/2935323
小黛兮影,http://159.75.85.63:35455/douyu/11553944
萌小鬼片,http://159.75.85.63:35455/douyu/3928
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
花卷陪看,http://159.75.85.63:35455/douyu/52787
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖,http://159.75.85.63:35455/douyu/1165374
鬼片恐怖,http://159.75.85.63:35455/douyu/2935323
小优鬼片,http://159.75.85.63:35455/douyu/96577
变种人片,http://159.75.85.63:35455/douyu/9651304
喜剧电影,http://159.75.85.63:35455/douyu/9292492
女神电影,http://159.75.85.63:35455/douyu/747764
避风影院,http://159.75.85.63:35455/douyu/9826611
欧美大片,http://159.75.85.63:35455/douyu/2793084
刘华强集,http://159.75.85.63:35455/douyu/2726977
古装喜剧,http://159.75.85.63:35455/douyu/431460
国产影片,http://159.75.85.63:35455/douyu/5423
港剧天地,http://159.75.85.63:35455/douyu/4290711
华语经典,http://159.75.85.63:35455/douyu/434971

iHOT爱院线,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000034/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱科幻,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033&IASHttpSessionId=OTT19019320240419154124000281
iHOT爱浪漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281
